GB2312	UTF8	UNICODE	charset 
c4a3	e6a8a1	27169	模
c4a4	e8869c	33180	膜
c4a5	e7a3a8	30952	磨
c4a6	e691a9	25705	摩
c4a7	e9ad94	39764	魔
c4a8	e68ab9	25273	抹
c4a9	e69cab	26411	末
c4aa	e88eab	33707	莫
c4ab	e5a2a8	22696	墨
c4ac	e9bb98	40664	默
c4ad	e6b2ab	27819	沫
c4ae	e6bca0	28448	漠
c4af	e5af9e	23518	寞
c4b0	e9998c	38476	陌
c4b1	e8b08b	35851	谋
c4b2	e7899f	29279	牟
c4b3	e69f90	26576	某
c4b4	e68b87	25287	拇
c4b5	e789a1	29281	牡
c4b6	e4baa9	20137	亩
c4b7	e5a786	22982	姆
c4b8	e6af8d	27597	母
c4b9	e5a293	22675	墓
c4ba	e69aae	26286	暮
c4bb	e5b995	24149	幕
c4bc	e58b9f	21215	募
c4bd	e68595	24917	慕
c4be	e69ca8	26408	木
c4bf	e79bae	30446	目
c4c0	e79da6	30566	睦
c4c1	e789a7	29287	牧
c4c2	e7a986	31302	穆
c4c3	e68bbf	25343	拿
c4c4	e593aa	21738	哪
c4c5	e59190	21584	呐
c4c6	e992a0	38048	钠
c4c7	e982a3	37027	那
c4c8	e5a89c	23068	娜
c4c9	e7bab3	32435	纳
c4ca	e6b096	27670	氖
c4cb	e4b983	20035	乃
c4cc	e5a5b6	22902	奶
c4cd	e88090	32784	耐
c4ce	e5a588	22856	奈
c4cf	e58d97	21335	南
c4d0	e794b7	30007	男
c4d1	e99abe	38590	难
c4d2	e59b8a	22218	囊
c4d3	e68ca0	25376	挠
c4d4	e88491	33041	脑
c4d5	e681bc	24700	恼
c4d6	e997b9	38393	闹
c4d7	e6b796	28118	淖
c4d8	e591a2	21602	呢
c4d9	e9a681	39297	馁
c4da	e58685	20869	内
c4db	e5aba9	23273	嫩
c4dc	e883bd	33021	能
c4dd	e5a6ae	22958	妮
c4de	e99c93	38675	霓
c4df	e580aa	20522	倪
c4e0	e6b3a5	27877	泥
c4e1	e5b0bc	23612	尼
c4e2	e68b9f	25311	拟
c4e3	e4bda0	20320	你
c4e4	e58cbf	21311	匿
c4e5	e885bb	33147	腻
c4e6	e98086	36870	逆
c4e7	e6baba	28346	溺
c4e8	e894ab	34091	蔫
c4e9	e68b88	25288	拈
c4ea	e5b9b4	24180	年
c4eb	e7a2be	30910	碾
c4ec	e692b5	25781	撵
c4ed	e68dbb	25467	捻
c4ee	e5bfb5	24565	念
c4ef	e5a898	23064	娘
c4f0	e985bf	37247	酿
c4f1	e9b89f	40479	鸟
c4f2	e5b0bf	23615	尿
c4f3	e68d8f	25423	捏
c4f4	e88182	32834	聂
c4f5	e5adbd	23421	孽
c4f6	e595ae	21870	啮
c4f7	e9958a	38218	镊
c4f8	e9958d	38221	镍
c4f9	e6b685	28037	涅
c4fa	e682a8	24744	您
c4fb	e69fa0	26592	柠
c4fc	e78b9e	29406	狞
c4fd	e5879d	20957	凝
c4fe	e5ae81	23425	宁
c5a1	e68ba7	25319	拧
c5a2	e6b39e	27870	泞
c5a3	e7899b	29275	牛
c5a4	e689ad	25197	扭
c5a5	e992ae	38062	钮
c5a6	e7babd	32445	纽
c5a7	e88493	33043	脓
c5a8	e6b593	27987	浓
c5a9	e5869c	20892	农
c5aa	e5bc84	24324	弄
c5ab	e5a5b4	22900	奴
c5ac	e58aaa	21162	努
c5ad	e68092	24594	怒
c5ae	e5a5b3	22899	女
c5af	e69a96	26262	暖
c5b0	e89990	34384	虐
c5b1	e7969f	30111	疟
c5b2	e68caa	25386	挪
c5b3	e687a6	25062	懦
c5b4	e7b3af	31983	糯
c5b5	e8afba	35834	诺
c5b6	e593a6	21734	哦
c5b7	e6aca7	27431	欧
c5b8	e9b8a5	40485	鸥
c5b9	e6aeb4	27572	殴
c5ba	e89795	34261	藕
c5bb	e59195	21589	呕
c5bc	e581b6	20598	偶
c5bd	e6b2a4	27812	沤
c5be	e595aa	21866	啪
c5bf	e8b6b4	36276	趴
c5c0	e788ac	29228	爬
c5c1	e5b895	24085	帕
c5c2	e68095	24597	怕
c5c3	e790b6	29750	琶
c5c4	e68b8d	25293	拍
c5c5	e68e92	25490	排
c5c6	e7898c	29260	牌
c5c7	e5be98	24472	徘
c5c8	e6b983	28227	湃
c5c9	e6b4be	27966	派
c5ca	e69480	25856	攀
c5cb	e6bd98	28504	潘
c5cc	e79b98	30424	盘
c5cd	e7a390	30928	磐
c5ce	e79bbc	30460	盼
c5cf	e79594	30036	畔
c5d0	e588a4	21028	判
c5d1	e58f9b	21467	叛
c5d2	e4b993	20051	乓
c5d3	e5ba9e	24222	庞
c5d4	e69781	26049	旁
c5d5	e880aa	32810	耪
c5d6	e88396	32982	胖
c5d7	e68a9b	25243	抛
c5d8	e59286	21638	咆
c5d9	e588a8	21032	刨
c5da	e782ae	28846	炮
c5db	e8a28d	34957	袍
c5dc	e8b791	36305	跑
c5dd	e6b3a1	27873	泡
c5de	e591b8	21624	呸
c5df	e8839a	32986	胚
c5e0	e59fb9	22521	培
c5e1	e8a3b4	35060	裴
c5e2	e8b594	36180	赔
c5e3	e999aa	38506	陪
c5e4	e9858d	37197	配
c5e5	e4bda9	20329	佩
c5e6	e6b29b	27803	沛
c5e7	e596b7	21943	喷
c5e8	e79b86	30406	盆
c5e9	e7a0b0	30768	砰
c5ea	e68aa8	25256	抨
c5eb	e783b9	28921	烹
c5ec	e6be8e	28558	澎
c5ed	e5bdad	24429	彭
c5ee	e893ac	34028	蓬
c5ef	e6a39a	26842	棚
c5f0	e7a1bc	30844	硼
c5f1	e7afb7	31735	篷
c5f2	e886a8	33192	膨
c5f3	e69c8b	26379	朋
c5f4	e9b98f	40527	鹏
c5f5	e68da7	25447	捧
c5f6	e7a2b0	30896	碰
c5f7	e59daf	22383	坯
c5f8	e7a092	30738	砒
c5f9	e99cb9	38713	霹
c5fa	e689b9	25209	批
c5fb	e68aab	25259	披
c5fc	e58a88	21128	劈
c5fd	e790b5	29749	琵
c5fe	e6af97	27607	毗
c6a1	e595a4	21860	啤
c6a2	e884be	33086	脾
c6a3	e796b2	30130	疲
c6a4	e79aae	30382	皮
c6a5	e58cb9	21305	匹
c6a6	e7979e	30174	痞
c6a7	e583bb	20731	僻
c6a8	e5b181	23617	屁
c6a9	e8adac	35692	譬
c6aa	e7af87	31687	篇
c6ab	e5818f	20559	偏
c6ac	e78987	29255	片
c6ad	e9aa97	39575	骗
c6ae	e9a398	39128	飘
c6af	e6bc82	28418	漂
c6b0	e793a2	29922	瓢
c6b1	e7a5a8	31080	票
c6b2	e69287	25735	撇
c6b3	e79ea5	30629	瞥
c6b4	e68bbc	25340	拼
c6b5	e9a291	39057	频
c6b6	e8b4ab	36139	贫
c6b7	e59381	21697	品
c6b8	e88198	32856	聘
c6b9	e4b992	20050	乒
c6ba	e59daa	22378	坪
c6bb	e88bb9	33529	苹
c6bc	e8908d	33805	萍
c6bd	e5b9b3	24179	平
c6be	e587ad	20973	凭
c6bf	e793b6	29942	瓶
c6c0	e8af84	35780	评
c6c1	e5b18f	23631	屏
c6c2	e59da1	22369	坡
c6c3	e6b3bc	27900	泼
c6c4	e9a287	39047	颇
c6c5	e5a986	23110	婆
c6c6	e7a0b4	30772	破
c6c7	e9ad84	39748	魄
c6c8	e8bfab	36843	迫
c6c9	e7b295	31893	粕
c6ca	e58996	21078	剖
c6cb	e68991	25169	扑
c6cc	e993ba	38138	铺
c6cd	e4bb86	20166	仆
c6ce	e88e86	33670	莆
c6cf	e891a1	33889	葡
c6d0	e88fa9	33769	菩
c6d1	e892b2	33970	蒲
c6d2	e59f94	22484	埔
c6d3	e69cb4	26420	朴
c6d4	e59c83	22275	圃
c6d5	e699ae	26222	普
c6d6	e6b5a6	28006	浦
c6d7	e8b0b1	35889	谱
c6d8	e69b9d	26333	曝
c6d9	e78091	28689	瀑
c6da	e69c9f	26399	期
c6db	e6acba	27450	欺
c6dc	e6a096	26646	栖
c6dd	e6889a	25114	戚
c6de	e5a6bb	22971	妻
c6df	e4b883	19971	七
c6e0	e58784	20932	凄
c6e1	e6bc86	28422	漆
c6e2	e69f92	26578	柒
c6e3	e6b28f	27791	沏
c6e4	e585b6	20854	其
c6e5	e6a38b	26827	棋
c6e6	e5a587	22855	奇
c6e7	e6ada7	27495	歧
c6e8	e795a6	30054	畦
c6e9	e5b48e	23822	崎
c6ea	e88490	33040	脐
c6eb	e9bd90	40784	齐
c6ec	e69797	26071	旗
c6ed	e7a588	31048	祈
c6ee	e7a581	31041	祁
c6ef	e9aa91	39569	骑
c6f0	e8b5b7	36215	起
c6f1	e5b282	23682	岂
c6f2	e4b99e	20062	乞
c6f3	e4bc81	20225	企
c6f4	e590af	21551	启
c6f5	e5a591	22865	契
c6f6	e7a08c	30732	砌
c6f7	e599a8	22120	器
c6f8	e6b094	27668	气
c6f9	e8bf84	36804	迄
c6fa	e5bc83	24323	弃
c6fb	e6b1bd	27773	汽
c6fc	e6b3a3	27875	泣
c6fd	e8aeab	35755	讫
c6fe	e68e90	25488	掐
c7a1	e681b0	24688	恰
c7a2	e6b4bd	27965	洽
c7a3	e789b5	29301	牵
c7a4	e689a6	25190	扦
c7a5	e9928e	38030	钎
c7a6	e99385	38085	铅
c7a7	e58d83	21315	千
c7a8	e8bf81	36801	迁
c7a9	e7adbe	31614	签
c7aa	e4bb9f	20191	仟
c7ab	e8b0a6	35878	谦
c7ac	e4b9be	20094	乾
c7ad	e9bb94	40660	黔
c7ae	e992b1	38065	钱
c7af	e992b3	38067	钳
c7b0	e5898d	21069	前
c7b1	e6bd9c	28508	潜
c7b2	e981a3	36963	遣
c7b3	e6b585	27973	浅
c7b4	e8b0b4	35892	谴
c7b5	e5a091	22545	堑
c7b6	e5b58c	23884	嵌
c7b7	e6aca0	27424	欠
c7b8	e6ad89	27465	歉
c7b9	e69eaa	26538	枪
c7ba	e5919b	21595	呛
c7bb	e88594	33108	腔
c7bc	e7be8c	32652	羌
c7bd	e5a299	22681	墙
c7be	e894b7	34103	蔷
c7bf	e5bcba	24378	强
c7c0	e68aa2	25250	抢
c7c1	e6a987	27207	橇
c7c2	e994b9	38201	锹
c7c3	e695b2	25970	敲
c7c4	e68284	24708	悄
c7c5	e6a1a5	26725	桥
c7c6	e79ea7	30631	瞧
c7c7	e4b994	20052	乔
c7c8	e4bea8	20392	侨
c7c9	e5b7a7	24039	巧
c7ca	e99e98	38808	鞘
c7cb	e692ac	25772	撬
c7cc	e7bf98	32728	翘
c7cd	e5b3ad	23789	峭
c7ce	e4bf8f	20431	俏
c7cf	e7aa8d	31373	窍
c7d0	e58887	20999	切
c7d1	e88c84	33540	茄
c7d2	e4b894	19988	且
c7d3	e680af	24623	怯
c7d4	e7aa83	31363	窃
c7d5	e992a6	38054	钦
c7d6	e4beb5	20405	侵
c7d7	e4bab2	20146	亲
c7d8	e7a7a6	31206	秦
c7d9	e790b4	29748	琴
c7da	e58ba4	21220	勤
c7db	e88ab9	33465	芹
c7dc	e69392	25810	擒
c7dd	e7a6bd	31165	禽
c7de	e5af9d	23517	寝
c7df	e6b281	27777	沁
c7e0	e99d92	38738	青
c7e1	e8bdbb	36731	轻
c7e2	e6b0a2	27682	氢
c7e3	e580be	20542	倾
c7e4	e58dbf	21375	卿
c7e5	e6b885	28165	清
c7e6	e6938e	25806	擎
c7e7	e699b4	26228	晴
c7e8	e6b0b0	27696	氰
c7e9	e68385	24773	情
c7ea	e9a1b7	39031	顷
c7eb	e8afb7	35831	请
c7ec	e5ba86	24198	庆
c7ed	e790bc	29756	琼
c7ee	e7a9b7	31351	穷
c7ef	e7a78b	31179	秋
c7f0	e4b898	19992	丘
c7f1	e982b1	37041	邱
c7f2	e79083	29699	球
c7f3	e6b182	27714	求
c7f4	e59b9a	22234	囚
c7f5	e9858b	37195	酋
c7f6	e6b385	27845	泅
c7f7	e8b68b	36235	趋
c7f8	e58cba	21306	区
c7f9	e89b86	34502	蛆
c7fa	e69bb2	26354	曲
c7fb	e8baaf	36527	躯
c7fc	e5b188	23624	屈
c7fd	e9a9b1	39537	驱
c7fe	e6b8a0	28192	渠
c8a1	e58f96	21462	取
c8a2	e5a8b6	23094	娶
c8a3	e9be8b	40843	龋
c8a4	e8b6a3	36259	趣
c8a5	e58ebb	21435	去
c8a6	e59c88	22280	圈
c8a7	e9a2a7	39079	颧
c8a8	e69d83	26435	权
c8a9	e9869b	37275	醛
c8aa	e6b389	27849	泉
c8ab	e585a8	20840	全
c8ac	e7978a	30154	痊
c8ad	e68bb3	25331	拳
c8ae	e78aac	29356	犬
c8af	e588b8	21048	券
c8b0	e58a9d	21149	劝
c8b1	e7bcba	32570	缺
c8b2	e78294	28820	炔
c8b3	e798b8	30264	瘸
c8b4	e58db4	21364	却
c8b5	e9b98a	40522	鹊
c8b6	e6a6b7	27063	榷
c8b7	e7a1ae	30830	确
c8b8	e99b80	38592	雀
c8b9	e8a399	35033	裙
c8ba	e7bea4	32676	群
c8bb	e784b6	28982	然
c8bc	e78783	29123	燃
c8bd	e58689	20873	冉
c8be	e69f93	26579	染
c8bf	e793a4	29924	瓤
c8c0	e5a3a4	22756	壤
c8c1	e69498	25880	攘
c8c2	e59ab7	22199	嚷
c8c3	e8aea9	35753	让
c8c4	e9a5b6	39286	饶
c8c5	e689b0	25200	扰
c8c6	e7bb95	32469	绕
c8c7	e683b9	24825	惹
c8c8	e783ad	28909	热
c8c9	e5a3ac	22764	壬
c8ca	e4bb81	20161	仁
c8cb	e4baba	20154	人
c8cc	e5bf8d	24525	忍
c8cd	e99fa7	38887	韧
c8ce	e4bbbb	20219	任
c8cf	e8aea4	35748	认
c8d0	e58883	20995	刃
c8d1	e5a68a	22922	妊
c8d2	e7baab	32427	纫
c8d3	e68994	25172	扔
c8d4	e4bb8d	20173	仍
c8d5	e697a5	26085	日
c8d6	e6888e	25102	戎
c8d7	e88cb8	33592	茸
c8d8	e89389	33993	蓉
c8d9	e88da3	33635	荣
c8da	e89e8d	34701	融
c8db	e78694	29076	熔
c8dc	e6bab6	28342	溶
c8dd	e5aeb9	23481	容
c8de	e7bb92	32466	绒
c8df	e58697	20887	冗
c8e0	e68f89	25545	揉
c8e1	e69f94	26580	柔
c8e2	e88289	32905	肉
c8e3	e88cb9	33593	茹
c8e4	e8a095	34837	蠕
c8e5	e58492	20754	儒
c8e6	e5adba	23418	孺
c8e7	e5a682	22914	如
c8e8	e8beb1	36785	辱
c8e9	e4b9b3	20083	乳
c8ea	e6b19d	27741	汝
c8eb	e585a5	20837	入
c8ec	e8a4a5	35109	褥
c8ed	e8bdaf	36719	软
c8ee	e998ae	38446	阮
c8ef	e8958a	34122	蕊
c8f0	e7919e	29790	瑞
c8f1	e99490	38160	锐
c8f2	e997b0	38384	闰
c8f3	e6b6a6	28070	润
c8f4	e88ba5	33509	若
c8f5	e5bcb1	24369	弱
c8f6	e69292	25746	撒
c8f7	e6b492	27922	洒
c8f8	e890a8	33832	萨
c8f9	e885ae	33134	腮
c8fa	e9b383	40131	鳃
c8fb	e5a19e	22622	塞
c8fc	e8b59b	36187	赛
c8fd	e4b889	19977	三
c8fe	e58f81	21441	叁
c9a1	e4bc9e	20254	伞
c9a2	e695a3	25955	散
c9a3	e6a191	26705	桑
c9a4	e59793	21971	嗓
c9a5	e4b8a7	20007	丧
c9a6	e69094	25620	搔
c9a7	e9aa9a	39578	骚
c9a8	e689ab	25195	扫
c9a9	e5ab82	23234	嫂
c9aa	e7919f	29791	瑟
c9ab	e889b2	33394	色
c9ac	e6b6a9	28073	涩
c9ad	e6a3ae	26862	森
c9ae	e583a7	20711	僧
c9af	e88e8e	33678	莎
c9b0	e7a082	30722	砂
c9b1	e69d80	26432	杀
c9b2	e588b9	21049	刹
c9b3	e6b299	27801	沙
c9b4	e7bab1	32433	纱
c9b5	e582bb	20667	傻
c9b6	e595a5	21861	啥
c9b7	e7859e	29022	煞
c9b8	e7ad9b	31579	筛
c9b9	e69992	26194	晒
c9ba	e78f8a	29642	珊
c9bb	e88bab	33515	苫
c9bc	e69d89	26441	杉
c9bd	e5b1b1	23665	山
c9be	e588a0	21024	删
c9bf	e785bd	29053	煽
c9c0	e8a1ab	34923	衫
c9c1	e997aa	38378	闪
c9c2	e99995	38485	陕
c9c3	e69385	25797	擅
c9c4	e8b5a1	36193	赡
c9c5	e886b3	33203	膳
c9c6	e59684	21892	善
c9c7	e6b195	27733	汕
c9c8	e68987	25159	扇
c9c9	e7bcae	32558	缮
c9ca	e5a292	22674	墒
c9cb	e4bca4	20260	伤
c9cc	e59586	21830	商
c9cd	e8b58f	36175	赏
c9ce	e6998c	26188	晌
c9cf	e4b88a	19978	上
c9d0	e5b09a	23578	尚
c9d1	e8a3b3	35059	裳
c9d2	e6a2a2	26786	梢
c9d3	e68d8e	25422	捎
c9d4	e7a88d	31245	稍
c9d5	e783a7	28903	烧
c9d6	e88a8d	33421	芍
c9d7	e58bba	21242	勺
c9d8	e99fb6	38902	韶
c9d9	e5b091	23569	少
c9da	e593a8	21736	哨
c9db	e982b5	37045	邵
c9dc	e7bb8d	32461	绍
c9dd	e5a5a2	22882	奢
c9de	e8b58a	36170	赊
c9df	e89b87	34503	蛇
c9e0	e8888c	33292	舌
c9e1	e8888d	33293	舍
c9e2	e8b5a6	36198	赦
c9e3	e69184	25668	摄
c9e4	e5b084	23556	射
c9e5	e68591	24913	慑
c9e6	e6b689	28041	涉
c9e7	e7a4be	31038	社
c9e8	e8aebe	35774	设
c9e9	e7a0b7	30775	砷
c9ea	e794b3	30003	申
c9eb	e591bb	21627	呻
c9ec	e4bcb8	20280	伸
c9ed	e8baab	36523	身
c9ee	e6b7b1	28145	深
c9ef	e5a8a0	23072	娠
c9f0	e7bb85	32453	绅
c9f1	e7a59e	31070	神
c9f2	e6b288	27784	沈
c9f3	e5aea1	23457	审
c9f4	e5a9b6	23158	婶
c9f5	e7949a	29978	甚
c9f6	e882be	32958	肾
c9f7	e6858e	24910	慎
c9f8	e6b897	28183	渗
c9f9	e5a3b0	22768	声
c9fa	e7949f	29983	生
c9fb	e794a5	29989	甥
c9fc	e789b2	29298	牲
c9fd	e58d87	21319	升
c9fe	e7bbb3	32499	绳
caa1	e79c81	30465	省
caa2	e79b9b	30427	盛
caa3	e589a9	21097	剩
caa4	e8839c	32988	胜
caa5	e59ca3	22307	圣
caa6	e5b888	24072	师
caa7	e5a4b1	22833	失
caa8	e78bae	29422	狮
caa9	e696bd	26045	施
caaa	e6b9bf	28287	湿
caab	e8af97	35799	诗
caac	e5b0b8	23608	尸
caad	e899b1	34417	虱
caae	e58d81	21313	十
caaf	e79fb3	30707	石
cab0	e68bbe	25342	拾
cab1	e697b6	26102	时
cab2	e4bb80	20160	什
cab3	e9a39f	39135	食
cab4	e89a80	34432	蚀
cab5	e5ae9e	23454	实
cab6	e8af86	35782	识
cab7	e58fb2	21490	史
cab8	e79fa2	30690	矢
cab9	e4bdbf	20351	使
caba	e5b18e	23630	屎
cabb	e9a9b6	39542	驶
cabc	e5a78b	22987	始
cabd	e5bc8f	24335	式
cabe	e7a4ba	31034	示
cabf	e5a3ab	22763	士
cac0	e4b896	19990	世
cac1	e69fbf	26623	柿
cac2	e4ba8b	20107	事
cac3	e68bad	25325	拭
cac4	e8aa93	35475	誓
cac5	e9809d	36893	逝
cac6	e58abf	21183	势
cac7	e698af	26159	是
cac8	e5979c	21980	嗜
cac9	e599ac	22124	噬
caca	e98082	36866	适
cacb	e4bb95	20181	仕
cacc	e4be8d	20365	侍
cacd	e9878a	37322	释
cace	e9a5b0	39280	饰
cacf	e6b08f	27663	氏
cad0	e5b882	24066	市
cad1	e68183	24643	恃
cad2	e5aea4	23460	室
cad3	e8a786	35270	视
cad4	e8af95	35797	试
cad5	e694b6	25910	收
cad6	e6898b	25163	手
cad7	e9a696	39318	首
cad8	e5ae88	23432	守
cad9	e5afbf	23551	寿
cada	e68e88	25480	授
cadb	e594ae	21806	售
cadc	e58f97	21463	受
cadd	e798a6	30246	瘦
cade	e585bd	20861	兽
cadf	e894ac	34092	蔬
cae0	e69ea2	26530	枢
cae1	e6a2b3	26803	梳
cae2	e6ae8a	27530	殊
cae3	e68a92	25234	抒
cae4	e8be93	36755	输
cae5	e58f94	21460	叔
cae6	e88892	33298	舒
cae7	e6b791	28113	淑
cae8	e7968f	30095	疏
cae9	e4b9a6	20070	书
caea	e8b58e	36174	赎
caeb	e5adb0	23408	孰
caec	e7869f	29087	熟
caed	e896af	34223	薯
caee	e69a91	26257	暑
caef	e69b99	26329	曙
caf0	e7bdb2	32626	署
caf1	e89c80	34560	蜀
caf2	e9bb8d	40653	黍
caf3	e9bca0	40736	鼠
caf4	e5b19e	23646	属
caf5	e69caf	26415	术
caf6	e8bfb0	36848	述
caf7	e6a091	26641	树
caf8	e69d9f	26463	束
caf9	e6888d	25101	戍
cafa	e7ab96	31446	竖
cafb	e5a285	22661	墅
cafc	e5bab6	24246	庶
cafd	e695b0	25968	数
cafe	e6bcb1	28465	漱
cba1	e68195	24661	恕
cba2	e588b7	21047	刷
cba3	e8808d	32781	耍
cba4	e69194	25684	摔
cba5	e8a1b0	34928	衰
cba6	e794a9	29993	甩
cba7	e5b885	24069	帅
cba8	e6a093	26643	栓
cba9	e68bb4	25332	拴
cbaa	e99c9c	38684	霜
cbab	e58f8c	21452	双
cbac	e788bd	29245	爽
cbad	e8b081	35841	谁
cbae	e6b0b4	27700	水
cbaf	e79da1	30561	睡
cbb0	e7a88e	31246	税
cbb1	e590ae	21550	吮
cbb2	e79eac	30636	瞬
cbb3	e9a1ba	39034	顺
cbb4	e8889c	33308	舜
cbb5	e8afb4	35828	说
cbb6	e7a195	30805	硕
cbb7	e69c94	26388	朔
cbb8	e78381	28865	烁
cbb9	e696af	26031	斯
cbba	e69295	25749	撕
cbbb	e598b6	22070	嘶
cbbc	e6809d	24605	思
cbbd	e7a781	31169	私
cbbe	e58fb8	21496	司
cbbf	e4b89d	19997	丝
cbc0	e6adbb	27515	死
cbc1	e88286	32902	肆
cbc2	e5afba	23546	寺
cbc3	e597a3	21987	嗣
cbc4	e59b9b	22235	四
cbc5	e4bcba	20282	伺
cbc6	e4bcbc	20284	似
cbc7	e9a5b2	39282	饲
cbc8	e5b7b3	24051	巳
cbc9	e69dbe	26494	松
cbca	e880b8	32824	耸
cbcb	e68082	24578	怂
cbcc	e9a282	39042	颂
cbcd	e98081	36865	送
cbce	e5ae8b	23435	宋
cbcf	e8aebc	35772	讼
cbd0	e8afb5	35829	诵
cbd1	e6909c	25628	搜
cbd2	e88998	33368	艘
cbd3	e6939e	25822	擞
cbd4	e597bd	22013	嗽
cbd5	e88b8f	33487	苏
cbd6	e985a5	37221	酥
cbd7	e4bf97	20439	俗
cbd8	e7b4a0	32032	素
cbd9	e9809f	36895	速
cbda	e7b29f	31903	粟
cbdb	e583b3	20723	僳
cbdc	e5a191	22609	塑
cbdd	e6baaf	28335	溯
cbde	e5aebf	23487	宿
cbdf	e8af89	35785	诉
cbe0	e88283	32899	肃
cbe1	e985b8	37240	酸
cbe2	e8929c	33948	蒜
cbe3	e7ae97	31639	算
cbe4	e899bd	34429	虽
cbe5	e99a8b	38539	隋
cbe6	e99a8f	38543	随
cbe7	e7bba5	32485	绥
cbe8	e9ab93	39635	髓
cbe9	e7a28e	30862	碎
cbea	e5b281	23681	岁
cbeb	e7a997	31319	穗
cbec	e98182	36930	遂
cbed	e99aa7	38567	隧
cbee	e7a59f	31071	祟
cbef	e5ad99	23385	孙
cbf0	e68d9f	25439	损
cbf1	e7ac8b	31499	笋
cbf2	e89391	34001	蓑
cbf3	e6a2ad	26797	梭
cbf4	e59486	21766	唆
cbf5	e7bca9	32553	缩
cbf6	e79090	29712	琐
cbf7	e7b4a2	32034	索
cbf8	e99481	38145	锁
cbf9	e68980	25152	所
cbfa	e5a18c	22604	塌
cbfb	e4bb96	20182	他
cbfc	e5ae83	23427	它
cbfd	e5a5b9	22905	她
cbfe	e5a194	22612	塔
cca1	e78dad	29549	獭
cca2	e68c9e	25374	挞
cca3	e8b98b	36427	蹋
cca4	e8b88f	36367	踏
cca5	e8838e	32974	胎
cca6	e88b94	33492	苔
cca7	e68aac	25260	抬
cca8	e58fb0	21488	台
cca9	e6b3b0	27888	泰
ccaa	e9859e	37214	酞
ccab	e5a4aa	22826	太
ccac	e68081	24577	态
ccad	e6b1b0	27760	汰
ccae	e59d8d	22349	坍
ccaf	e6918a	25674	摊
ccb0	e8b4aa	36138	贪
ccb1	e798ab	30251	瘫
ccb2	e6bba9	28393	滩
ccb3	e59d9b	22363	坛
ccb4	e6aa80	27264	檀
ccb5	e797b0	30192	痰
ccb6	e6bdad	28525	潭
ccb7	e8b0ad	35885	谭
ccb8	e8b088	35848	谈
ccb9	e59da6	22374	坦
ccba	e6afaf	27631	毯
ccbb	e8a292	34962	袒
ccbc	e7a2b3	30899	碳
ccbd	e68ea2	25506	探
ccbe	e58fb9	21497	叹
ccbf	e782ad	28845	炭
ccc0	e6b1a4	27748	汤
ccc1	e5a198	22616	塘
ccc2	e690aa	25642	搪
ccc3	e5a082	22530	堂
ccc4	e6a3a0	26848	棠
ccc5	e8869b	33179	膛
ccc6	e59490	21776	唐
ccc7	e7b396	31958	糖
ccc8	e58098	20504	倘
ccc9	e8baba	36538	躺
ccca	e6b78c	28108	淌
cccb	e8b69f	36255	趟
cccc	e783ab	28907	烫
cccd	e68e8f	25487	掏
ccce	e6b69b	28059	涛
cccf	e6bb94	28372	滔
ccd0	e7bba6	32486	绦
ccd1	e89084	33796	萄
ccd2	e6a183	26691	桃
ccd3	e98083	36867	逃
ccd4	e6b798	28120	淘
ccd5	e999b6	38518	陶
ccd6	e8aea8	35752	讨
ccd7	e5a597	22871	套
ccd8	e789b9	29305	特
ccd9	e897a4	34276	藤
ccda	e885be	33150	腾
ccdb	e796bc	30140	疼
ccdc	e8aa8a	35466	誊
ccdd	e6a2af	26799	梯
ccde	e58994	21076	剔
ccdf	e8b8a2	36386	踢
cce0	e99491	38161	锑
cce1	e68f90	25552	提
cce2	e9a298	39064	题
cce3	e8b984	36420	蹄
cce4	e595bc	21884	啼
cce5	e4bd93	20307	体
cce6	e69bbf	26367	替
cce7	e59a8f	22159	嚏
cce8	e68395	24789	惕
cce9	e6b695	28053	涕
ccea	e58983	21059	剃
cceb	e5b189	23625	屉
ccec	e5a4a9	22825	天
cced	e6b7bb	28155	添
ccee	e5a1ab	22635	填
ccef	e794b0	30000	田
ccf0	e7949c	29980	甜
ccf1	e681ac	24684	恬
ccf2	e88894	33300	舔
ccf3	e88586	33094	腆
ccf4	e68c91	25361	挑
ccf5	e69da1	26465	条
ccf6	e8bfa2	36834	迢
ccf7	e79cba	30522	眺
ccf8	e8b7b3	36339	跳
ccf9	e8b4b4	36148	贴
ccfa	e99381	38081	铁
ccfb	e5b896	24086	帖
ccfc	e58e85	21381	厅
ccfd	e590ac	21548	听
ccfe	e78383	28867	烃
cda1	e6b180	27712	汀
cda2	e5bbb7	24311	廷
cda3	e5819c	20572	停
cda4	e4baad	20141	亭
cda5	e5baad	24237	庭
cda6	e68cba	25402	挺
cda7	e88987	33351	艇
cda8	e9809a	36890	通
cda9	e6a190	26704	桐
cdaa	e985ae	37230	酮
cdab	e79eb3	30643	瞳
cdac	e5908c	21516	同
cdad	e9939c	38108	铜
cdae	e5bda4	24420	彤
cdaf	e7aba5	31461	童
cdb0	e6a1b6	26742	桶
cdb1	e68d85	25413	捅
cdb2	e7ad92	31570	筒
cdb3	e7bb9f	32479	统
cdb4	e7979b	30171	痛
cdb5	e581b7	20599	偷
cdb6	e68a95	25237	投
cdb7	e5a4b4	22836	头
cdb8	e9808f	36879	透
cdb9	e587b8	20984	凸
cdba	e7a783	31171	秃
