GB2312	UTF8	UNICODE	charset 
d6cf	e7aa92	31378	窒
d6d0	e4b8ad	20013	中
d6d1	e79b85	30405	盅
d6d2	e5bfa0	24544	忠
d6d3	e9929f	38047	钟
d6d4	e8a1b7	34935	衷
d6d5	e7bb88	32456	终
d6d6	e7a78d	31181	种
d6d7	e882bf	32959	肿
d6d8	e9878d	37325	重
d6d9	e4bbb2	20210	仲
d6da	e4bc97	20247	众
d6db	e8889f	33311	舟
d6dc	e591a8	21608	周
d6dd	e5b79e	24030	州
d6de	e6b4b2	27954	洲
d6df	e8af8c	35788	诌
d6e0	e7b2a5	31909	粥
d6e1	e8bdb4	36724	轴
d6e2	e88298	32920	肘
d6e3	e5b89a	24090	帚
d6e4	e59292	21650	咒
d6e5	e79ab1	30385	皱
d6e6	e5ae99	23449	宙
d6e7	e698bc	26172	昼
d6e8	e9aaa4	39588	骤
d6e9	e78fa0	29664	珠
d6ea	e6a0aa	26666	株
d6eb	e89b9b	34523	蛛
d6ec	e69cb1	26417	朱
d6ed	e78caa	29482	猪
d6ee	e8afb8	35832	诸
d6ef	e8af9b	35803	诛
d6f0	e98090	36880	逐
d6f1	e7abb9	31481	竹
d6f2	e7839b	28891	烛
d6f3	e785ae	29038	煮
d6f4	e68b84	25284	拄
d6f5	e79ea9	30633	瞩
d6f6	e598b1	22065	嘱
d6f7	e4b8bb	20027	主
d6f8	e89197	33879	著
d6f9	e69fb1	26609	柱
d6fa	e58aa9	21161	助
d6fb	e89b80	34496	蛀
d6fc	e8b4ae	36142	贮
d6fd	e993b8	38136	铸
d6fe	e7ad91	31569	筑
d7a1	e4bd8f	20303	住
d7a2	e6b3a8	27880	注
d7a3	e7a59d	31069	祝
d7a4	e9a9bb	39547	驻
d7a5	e68a93	25235	抓
d7a6	e788aa	29226	爪
d7a7	e68bbd	25341	拽
d7a8	e4b893	19987	专
d7a9	e7a096	30742	砖
d7aa	e8bdac	36716	转
d7ab	e692b0	25776	撰
d7ac	e8b59a	36186	赚
d7ad	e7af86	31686	篆
d7ae	e6a1a9	26729	桩
d7af	e5ba84	24196	庄
d7b0	e8a385	35013	装
d7b1	e5a686	22918	妆
d7b2	e6929e	25758	撞
d7b3	e5a3ae	22766	壮
d7b4	e78ab6	29366	状
d7b5	e6a48e	26894	椎
d7b6	e994a5	38181	锥
d7b7	e8bfbd	36861	追
d7b8	e8b598	36184	赘
d7b9	e59da0	22368	坠
d7ba	e7bc80	32512	缀
d7bb	e8b086	35846	谆
d7bc	e58786	20934	准
d7bd	e68d89	25417	捉
d7be	e68b99	25305	拙
d7bf	e58d93	21331	卓
d7c0	e6a18c	26700	桌
d7c1	e790a2	29730	琢
d7c2	e88c81	33537	茁
d7c3	e9858c	37196	酌
d7c4	e59584	21828	啄
d7c5	e79d80	30528	着
d7c6	e781bc	28796	灼
d7c7	e6b58a	27978	浊
d7c8	e585b9	20857	兹
d7c9	e592a8	21672	咨
d7ca	e8b584	36164	资
d7cb	e5a7bf	23039	姿
d7cc	e6bb8b	28363	滋
d7cd	e6b784	28100	淄
d7ce	e5ad9c	23388	孜
d7cf	e7b4ab	32043	紫
d7d0	e4bb94	20180	仔
d7d1	e7b1bd	31869	籽
d7d2	e6bb93	28371	滓
d7d3	e5ad90	23376	子
d7d4	e887aa	33258	自
d7d5	e6b88d	28173	渍
d7d6	e5ad97	23383	字
d7d7	e9ac83	39683	鬃
d7d8	e6a395	26837	棕
d7d9	e8b8aa	36394	踪
d7da	e5ae97	23447	宗
d7db	e7bbbc	32508	综
d7dc	e680bb	24635	总
d7dd	e7bab5	32437	纵
d7de	e982b9	37049	邹
d7df	e8b5b0	36208	走
d7e0	e5a58f	22863	奏
d7e1	e68f8d	25549	揍
d7e2	e7a79f	31199	租
d7e3	e8b6b3	36275	足
d7e4	e58d92	21330	卒
d7e5	e6978f	26063	族
d7e6	e7a596	31062	祖
d7e7	e8af85	35781	诅
d7e8	e998bb	38459	阻
d7e9	e7bb84	32452	组
d7ea	e992bb	38075	钻
d7eb	e7ba82	32386	纂
d7ec	e598b4	22068	嘴
d7ed	e98689	37257	醉
d7ee	e69c80	26368	最
d7ef	e7bdaa	32618	罪
d7f0	e5b08a	23562	尊
d7f1	e981b5	36981	遵
d7f2	e698a8	26152	昨
d7f3	e5b7a6	24038	左
d7f4	e4bd90	20304	佐
d7f5	e69f9e	26590	柞
d7f6	e5819a	20570	做
d7f7	e4bd9c	20316	作
d7f8	e59d90	22352	坐
d7f9	e5baa7	24231	座
d8a1	e4ba8d	20109	亍
d8a2	e4b88c	19980	丌
d8a3	e58580	20800	兀
d8a4	e4b890	19984	丐
d8a5	e5bbbf	24319	廿
d8a6	e58d85	21317	卅
d8a7	e4b895	19989	丕
d8a8	e4ba98	20120	亘
d8a9	e4b89e	19998	丞
d8aa	e9acb2	39730	鬲
d8ab	e5adac	23404	孬
d8ac	e599a9	22121	噩
d8ad	e4b8a8	20008	丨
d8ae	e7a6ba	31162	禺
d8af	e4b8bf	20031	丿
d8b0	e58c95	21269	匕
d8b1	e4b987	20039	乇
d8b2	e5a4ad	22829	夭
d8b3	e788bb	29243	爻
d8b4	e58dae	21358	卮
d8b5	e6b090	27664	氐
d8b6	e59b9f	22239	囟
d8b7	e883a4	32996	胤
d8b8	e9a697	39319	馗
d8b9	e6af93	27603	毓
d8ba	e79dbe	30590	睾
d8bb	e9bc97	40727	鼗
d8bc	e4b8b6	20022	丶
d8bd	e4ba9f	20127	亟
d8be	e9bc90	40720	鼐
d8bf	e4b99c	20060	乜
d8c0	e4b9a9	20073	乩
d8c1	e4ba93	20115	亓
d8c2	e88a88	33416	芈
d8c3	e5ad9b	23387	孛
d8c4	e595ac	21868	啬
d8c5	e5988f	22031	嘏
d8c6	e4bb84	20164	仄
d8c7	e58e8d	21389	厍
d8c8	e58e9d	21405	厝
d8c9	e58ea3	21411	厣
d8ca	e58ea5	21413	厥
d8cb	e58eae	21422	厮
d8cc	e99da5	38757	靥
d8cd	e8b59d	36189	赝
d8ce	e58c9a	21274	匚
d8cf	e58fb5	21493	叵
d8d0	e58ca6	21286	匦
d8d1	e58cae	21294	匮
d8d2	e58cbe	21310	匾
d8d3	e8b59c	36188	赜
d8d4	e58da6	21350	卦
d8d5	e58da3	21347	卣
d8d6	e58882	20994	刂
d8d7	e58888	21000	刈
d8d8	e5888e	21006	刎
d8d9	e588ad	21037	刭
d8da	e588b3	21043	刳
d8db	e588bf	21055	刿
d8dc	e58980	21056	剀
d8dd	e5898c	21068	剌
d8de	e5899e	21086	剞
d8df	e589a1	21089	剡
d8e0	e5899c	21084	剜
d8e1	e892af	33967	蒯
d8e2	e589bd	21117	剽
d8e3	e58a82	21122	劂
d8e4	e58a81	21121	劁
d8e5	e58a90	21136	劐
d8e6	e58a93	21139	劓
d8e7	e58682	20866	冂
d8e8	e7bd94	32596	罔
d8e9	e4babb	20155	亻
d8ea	e4bb83	20163	仃
d8eb	e4bb89	20169	仉
d8ec	e4bb82	20162	仂
d8ed	e4bba8	20200	仨
d8ee	e4bba1	20193	仡
d8ef	e4bbab	20203	仫
d8f0	e4bb9e	20190	仞
d8f1	e4bc9b	20251	伛
d8f2	e4bbb3	20211	仳
d8f3	e4bca2	20258	伢
d8f4	e4bda4	20324	佤
d8f5	e4bbb5	20213	仵
d8f6	e4bca5	20261	伥
d8f7	e4bca7	20263	伧
d8f8	e4bc89	20233	伉
d8f9	e4bcab	20267	伫
d8fa	e4bd9e	20318	佞
d8fb	e4bda7	20327	佧
d8fc	e694b8	25912	攸
d8fd	e4bd9a	20314	佚
d8fe	e4bd9d	20317	佝
d9a1	e4bd9f	20319	佟
d9a2	e4bd97	20311	佗
d9a3	e4bcb2	20274	伲
d9a4	e4bcbd	20285	伽
d9a5	e4bdb6	20342	佶
d9a6	e4bdb4	20340	佴
d9a7	e4be91	20369	侑
d9a8	e4be89	20361	侉
d9a9	e4be83	20355	侃
d9aa	e4be8f	20367	侏
d9ab	e4bdbe	20350	佾
d9ac	e4bdbb	20347	佻
d9ad	e4beaa	20394	侪
d9ae	e4bdbc	20348	佼
d9af	e4beac	20396	侬
d9b0	e4be94	20372	侔
d9b1	e4bfa6	20454	俦
d9b2	e4bfa8	20456	俨
d9b3	e4bfaa	20458	俪
d9b4	e4bf85	20421	俅
d9b5	e4bf9a	20442	俚
d9b6	e4bfa3	20451	俣
d9b7	e4bf9c	20444	俜
d9b8	e4bf91	20433	俑
d9b9	e4bf9f	20447	俟
d9ba	e4bfb8	20472	俸
d9bb	e580a9	20521	倩
d9bc	e5818c	20556	偌
d9bd	e4bfb3	20467	俳
d9be	e580ac	20524	倬
d9bf	e5808f	20495	倏
d9c0	e580ae	20526	倮
d9c1	e580ad	20525	倭
d9c2	e4bfbe	20478	俾
d9c3	e5809c	20508	倜
d9c4	e5808c	20492	倌
d9c5	e580a5	20517	倥
d9c6	e580a8	20520	倨
d9c7	e581be	20606	偾
d9c8	e58183	20547	偃
d9c9	e58195	20565	偕
d9ca	e58188	20552	偈
d9cb	e5818e	20558	偎
d9cc	e581ac	20588	偬
d9cd	e581bb	20603	偻
d9ce	e582a5	20645	傥
d9cf	e582a7	20647	傧
d9d0	e582a9	20649	傩
d9d1	e582ba	20666	傺
d9d2	e58396	20694	僖
d9d3	e58486	20742	儆
d9d4	e583ad	20717	僭
d9d5	e583ac	20716	僬
d9d6	e583a6	20710	僦
d9d7	e583ae	20718	僮
d9d8	e58487	20743	儇
d9d9	e5848b	20747	儋
d9da	e4bb9d	20189	仝
d9db	e6b0bd	27709	氽
d9dc	e4bd98	20312	佘
d9dd	e4bda5	20325	佥
d9de	e4bf8e	20430	俎
d9df	e9bea0	40864	龠
d9e0	e6b186	27718	汆
d9e1	e7b1b4	31860	籴
d9e2	e585ae	20846	兮
d9e3	e5b7bd	24061	巽
d9e4	e9bb89	40649	黉
d9e5	e9a698	39320	馘
d9e6	e58681	20865	冁
d9e7	e5a494	22804	夔
d9e8	e58bb9	21241	勹
d9e9	e58c8d	21261	匍
d9ea	e8a887	35335	訇
d9eb	e58c90	21264	匐
d9ec	e587ab	20971	凫
d9ed	e5a499	22809	夙
d9ee	e58595	20821	兕
d9ef	e4baa0	20128	亠
d9f0	e58596	20822	兖
d9f1	e4bab3	20147	亳
d9f2	e8a1ae	34926	衮
d9f3	e8a2a4	34980	袤
d9f4	e4bab5	20149	亵
d9f5	e88494	33044	脔
d9f6	e8a392	35026	裒
d9f7	e7a680	31104	禀
d9f8	e5acb4	23348	嬴
d9f9	e8a083	34819	蠃
d9fa	e7beb8	32696	羸
d9fb	e586ab	20907	冫
d9fc	e586b1	20913	冱
d9fd	e586bd	20925	冽
d9fe	e586bc	20924	冼
daa1	e58787	20935	凇
daa2	e58696	20886	冖
daa3	e586a2	20898	冢
daa4	e586a5	20901	冥
daa5	e8aea0	35744	讠
daa6	e8aea6	35750	讦
daa7	e8aea7	35751	讧
daa8	e8aeaa	35754	讪
daa9	e8aeb4	35764	讴
daaa	e8aeb5	35765	讵
daab	e8aeb7	35767	讷
daac	e8af82	35778	诂
daad	e8af83	35779	诃
daae	e8af8b	35787	诋
daaf	e8af8f	35791	诏
dab0	e8af8e	35790	诎
dab1	e8af92	35794	诒
dab2	e8af93	35795	诓
dab3	e8af94	35796	诔
dab4	e8af96	35798	诖
dab5	e8af98	35800	诘
dab6	e8af99	35801	诙
dab7	e8af9c	35804	诜
dab8	e8af9f	35807	诟
dab9	e8afa0	35808	诠
daba	e8afa4	35812	诤
dabb	e8afa8	35816	诨
dabc	e8afa9	35817	诩
dabd	e8afae	35822	诮
dabe	e8afb0	35824	诰
dabf	e8afb3	35827	诳
dac0	e8afb6	35830	诶
dac1	e8afb9	35833	诹
dac2	e8afbc	35836	诼
dac3	e8afbf	35839	诿
dac4	e8b080	35840	谀
dac5	e8b082	35842	谂
dac6	e8b084	35844	谄
dac7	e8b087	35847	谇
dac8	e8b08c	35852	谌
dac9	e8b08f	35855	谏
daca	e8b091	35857	谑
dacb	e8b092	35858	谒
dacc	e8b094	35860	谔
dacd	e8b095	35861	谕
dace	e8b096	35862	谖
dacf	e8b099	35865	谙
dad0	e8b09b	35867	谛
dad1	e8b098	35864	谘
dad2	e8b09d	35869	谝
dad3	e8b09f	35871	谟
dad4	e8b0a0	35872	谠
dad5	e8b0a1	35873	谡
dad6	e8b0a5	35877	谥
dad7	e8b0a7	35879	谧
dad8	e8b0aa	35882	谪
dad9	e8b0ab	35883	谫
dada	e8b0ae	35886	谮
dadb	e8b0af	35887	谯
dadc	e8b0b2	35890	谲
dadd	e8b0b3	35891	谳
dade	e8b0b5	35893	谵
dadf	e8b0b6	35894	谶
dae0	e58da9	21353	卩
dae1	e58dba	21370	卺
dae2	e9989d	38429	阝
dae3	e998a2	38434	阢
dae4	e998a1	38433	阡
dae5	e998b1	38449	阱
dae6	e998aa	38442	阪
dae7	e998bd	38461	阽
dae8	e998bc	38460	阼
dae9	e99982	38466	陂
daea	e99989	38473	陉
daeb	e99994	38484	陔
daec	e9999f	38495	陟
daed	e999a7	38503	陧
daee	e999ac	38508	陬
daef	e999b2	38514	陲
daf0	e999b4	38516	陴
daf1	e99a88	38536	隈
daf2	e99a8d	38541	隍
daf3	e99a97	38551	隗
daf4	e99ab0	38576	隰
daf5	e98297	37015	邗
daf6	e9829b	37019	邛
daf7	e9829d	37021	邝
daf8	e98299	37017	邙
daf9	e982ac	37036	邬
dafa	e982a1	37025	邡
dafb	e982b4	37044	邴
dafc	e982b3	37043	邳
dafd	e982b6	37046	邶
dafe	e982ba	37050	邺
dba1	e982b8	37048	邸
dba2	e982b0	37040	邰
dba3	e9838f	37071	郏
dba4	e98385	37061	郅
dba5	e982be	37054	邾
dba6	e98390	37072	郐
dba7	e98384	37060	郄
dba8	e98387	37063	郇
dba9	e98393	37075	郓
dbaa	e983a6	37094	郦
dbab	e983a2	37090	郢
dbac	e9839c	37084	郜
dbad	e98397	37079	郗
dbae	e9839b	37083	郛
dbaf	e983ab	37099	郫
dbb0	e983af	37103	郯
dbb1	e983be	37118	郾
dbb2	e98484	37124	鄄
dbb3	e984a2	37154	鄢
dbb4	e9849e	37150	鄞
dbb5	e984a3	37155	鄣
dbb6	e984b1	37169	鄱
dbb7	e984af	37167	鄯
dbb8	e984b9	37177	鄹
dbb9	e98583	37187	酃
dbba	e98586	37190	酆
dbbb	e5888d	21005	刍
dbbc	e5a582	22850	奂
dbbd	e58aa2	21154	劢
dbbe	e58aac	21164	劬
dbbf	e58aad	21165	劭
dbc0	e58abe	21182	劾
dbc1	e593bf	21759	哿
dbc2	e58b90	21200	勐
dbc3	e58b96	21206	勖
dbc4	e58bb0	21232	勰
dbc5	e58f9f	21471	叟
dbc6	e787ae	29166	燮
dbc7	e79f8d	30669	矍
dbc8	e5bbb4	24308	廴
dbc9	e587b5	20981	凵
dbca	e587bc	20988	凼
dbcb	e9acaf	39727	鬯
dbcc	e58eb6	21430	厶
dbcd	e5bc81	24321	弁
dbce	e7959a	30042	畚
dbcf	e5b7af	24047	巯
dbd0	e59d8c	22348	坌
dbd1	e59ea9	22441	垩
dbd2	e59ea1	22433	垡
dbd3	e5a1be	22654	塾
dbd4	e5a2bc	22716	墼
dbd5	e5a385	22725	壅
dbd6	e5a391	22737	壑
dbd7	e59ca9	22313	圩
dbd8	e59cac	22316	圬
dbd9	e59caa	22314	圪
dbda	e59cb3	22323	圳
dbdb	e59cb9	22329	圹
dbdc	e59cae	22318	圮
dbdd	e59caf	22319	圯
dbde	e59d9c	22364	坜
dbdf	e59cbb	22331	圻
dbe0	e59d82	22338	坂
dbe1	e59da9	22377	坩
dbe2	e59e85	22405	垅
dbe3	e59dab	22379	坫
dbe4	e59e86	22406	垆
dbe5	e59dbc	22396	坼
dbe6	e59dbb	22395	坻
dbe7	e59da8	22376	坨
dbe8	e59dad	22381	坭
dbe9	e59db6	22390	坶
dbea	e59db3	22387	坳
dbeb	e59ead	22445	垭
dbec	e59ea4	22436	垤
dbed	e59e8c	22412	垌
dbee	e59eb2	22450	垲
dbef	e59f8f	22479	埏
dbf0	e59ea7	22439	垧
dbf1	e59eb4	22452	垴
dbf2	e59e93	22419	垓
dbf3	e59ea0	22432	垠
dbf4	e59f95	22485	埕
dbf5	e59f98	22488	埘
dbf6	e59f9a	22490	埚
dbf7	e59f99	22489	埙
dbf8	e59f92	22482	埒
dbf9	e59eb8	22456	垸
dbfa	e59fb4	22516	埴
dbfb	e59faf	22511	埯
dbfc	e59fb8	22520	埸
dbfd	e59fa4	22500	埤
dbfe	e59f9d	22493	埝
dca1	e5a08b	22539	堋
dca2	e5a08d	22541	堍
dca3	e59fbd	22525	埽
dca4	e59fad	22509	埭
dca5	e5a080	22528	堀
dca6	e5a09e	22558	堞
dca7	e5a099	22553	堙
dca8	e5a184	22596	塄
dca9	e5a0a0	22560	堠
dcaa	e5a1a5	22629	塥
dcab	e5a1ac	22636	塬
dcac	e5a281	22657	墁
dcad	e5a289	22665	墉
dcae	e5a29a	22682	墚
dcaf	e5a280	22656	墀
dcb0	e9a6a8	39336	馨
dcb1	e9bc99	40729	鼙
dcb2	e687bf	25087	懿
dcb3	e889b9	33401	艹
dcb4	e889bd	33405	艽
dcb5	e889bf	33407	艿
dcb6	e88a8f	33423	芏
dcb7	e88a8a	33418	芊
dcb8	e88aa8	33448	芨
dcb9	e88a84	33412	芄
dcba	e88a8e	33422	芎
dcbb	e88a91	33425	芑
dcbc	e88a97	33431	芗
dcbd	e88a99	33433	芙
dcbe	e88aab	33451	芫
dcbf	e88ab8	33464	芸
dcc0	e88abe	33470	芾
dcc1	e88ab0	33456	芰
dcc2	e88b88	33480	苈
dcc3	e88b8a	33482	苊
dcc4	e88ba3	33507	苣
dcc5	e88a98	33432	芘
dcc6	e88ab7	33463	芷
dcc7	e88aae	33454	芮
dcc8	e88b8b	33483	苋
dcc9	e88b8c	33484	苌
dcca	e88b81	33473	苁
dccb	e88aa9	33449	芩
dccc	e88ab4	33460	芴
dccd	e88aa1	33441	芡
dcce	e88aaa	33450	芪
dccf	e88a9f	33439	芟
dcd0	e88b84	33476	苄
dcd1	e88b8e	33486	苎
dcd2	e88aa4	33444	芤
dcd3	e88ba1	33505	苡
dcd4	e88c89	33545	茉
dcd5	e88bb7	33527	苷
dcd6	e88ba4	33508	苤
dcd7	e88c8f	33551	茏
dcd8	e88c87	33543	茇
dcd9	e88b9c	33500	苜
dcda	e88bb4	33524	苴
dcdb	e88b92	33490	苒
dcdc	e88b98	33496	苘
dcdd	e88c8c	33548	茌
dcde	e88bbb	33531	苻
dcdf	e88b93	33491	苓
dce0	e88c91	33553	茑
dce1	e88c9a	33562	茚
dce2	e88c86	33542	茆
dce3	e88c94	33556	茔
dce4	e88c95	33557	茕
dce5	e88ba0	33504	苠
dce6	e88b95	33493	苕
dce7	e88c9c	33564	茜
dce8	e88d91	33617	荑
dce9	e88d9b	33627	荛
dcea	e88d9c	33628	荜
dceb	e88c88	33544	茈
dcec	e88e92	33682	莒
dced	e88cbc	33596	茼
dcee	e88cb4	33588	茴
dcef	e88cb1	33585	茱
dcf0	e88e9b	33691	莛
dcf1	e88d9e	33630	荞
dcf2	e88caf	33583	茯
dcf3	e88d8f	33615	荏
dcf4	e88d87	33607	荇
dcf5	e88d83	33603	荃
dcf6	e88d9f	33631	荟
dcf7	e88d80	33600	荀
dcf8	e88c97	33559	茗
dcf9	e88da0	33632	荠
dcfa	e88cad	33581	茭
dcfb	e88cba	33594	茺
dcfc	e88cb3	33587	茳
dcfd	e88da6	33638	荦
dcfe	e88da5	33637	荥
dda1	e88da8	33640	荨
dda2	e88c9b	33563	茛
dda3	e88da9	33641	荩
dda4	e88dac	33644	荬
dda5	e88daa	33642	荪
dda6	e88dad	33645	荭
dda7	e88dae	33646	荮
dda8	e88eb0	33712	莰
dda9	e88db8	33656	荸
ddaa	e88eb3	33715	莳
ddab	e88eb4	33716	莴
ddac	e88ea0	33696	莠
ddad	e88eaa	33706	莪
ddae	e88e93	33683	莓
ddaf	e88e9c	33692	莜
ddb0	e88e85	33669	莅
ddb1	e88dbc	33660	荼
ddb2	e88eb6	33718	莶
ddb3	e88ea9	33705	莩
ddb4	e88dbd	33661	荽
ddb5	e88eb8	33720	莸
ddb6	e88dbb	33659	荻
ddb7	e88e98	33688	莘
ddb8	e88e9e	33694	莞
ddb9	e88ea8	33704	莨
ddba	e88eba	33722	莺
ddbb	e88ebc	33724	莼
ddbc	e88f81	33729	菁
ddbd	e89081	33793	萁
ddbe	e88fa5	33765	菥
ddbf	e88f98	33752	菘
ddc0	e5a087	22535	堇
ddc1	e89098	33816	萘
ddc2	e8908b	33803	萋
ddc3	e88f9d	33757	菝
ddc4	e88fbd	33789	菽
ddc5	e88f96	33750	菖
ddc6	e8909c	33820	萜
ddc7	e890b8	33848	萸
ddc8	e89091	33809	萑
ddc9	e89086	33798	萆
ddca	e88f94	33748	菔
ddcb	e88f9f	33759	菟
ddcc	e8908f	33807	萏
ddcd	e89083	33795	萃
ddce	e88fb8	33784	菸
ddcf	e88fb9	33785	菹
ddd0	e88faa	33770	菪
ddd1	e88f85	33733	菅
ddd2	e88f80	33728	菀
ddd3	e890a6	33830	萦
ddd4	e88fb0	33776	菰
ddd5	e88fa1	33761	菡
ddd6	e8919c	33884	葜
ddd7	e89191	33873	葑
ddd8	e8919a	33882	葚
ddd9	e89199	33881	葙
ddda	e891b3	33907	葳
dddb	e89287	33927	蒇
dddc	e89288	33928	蒈
dddd	e891ba	33914	葺
ddde	e89289	33929	蒉
dddf	e891b8	33912	葸
dde0	e890bc	33852	萼
dde1	e89186	33862	葆
dde2	e891a9	33897	葩
dde3	e891b6	33910	葶
dde4	e8928c	33932	蒌
dde5	e8928e	33934	蒎
dde6	e890b1	33841	萱
dde7	e891ad	33901	葭
dde8	e89381	33985	蓁
dde9	e8938d	33997	蓍
ddea	e89390	34000	蓐
ddeb	e893a6	34022	蓦
ddec	e892bd	33981	蒽
dded	e89393	34003	蓓
ddee	e8938a	33994	蓊
ddef	e892bf	33983	蒿
ddf0	e892ba	33978	蒺
ddf1	e893a0	34016	蓠
ddf2	e892a1	33953	蒡
ddf3	e892b9	33977	蒹
ddf4	e892b4	33972	蒴
ddf5	e89297	33943	蒗
ddf6	e893a5	34021	蓥
ddf7	e893a3	34019	蓣
ddf8	e8948c	34060	蔌
ddf9	e7948d	29965	甍
ddfa	e894b8	34104	蔸
ddfb	e893b0	34032	蓰
ddfc	e894b9	34105	蔹
ddfd	e8949f	34079	蔟
ddfe	e894ba	34106	蔺
dea1	e89596	34134	蕖
dea2	e894bb	34107	蔻
dea3	e893bf	34047	蓿
dea4	e893bc	34044	蓼
dea5	e89599	34137	蕙
dea6	e89588	34120	蕈
dea7	e895a8	34152	蕨
dea8	e895a4	34148	蕤
dea9	e8959e	34142	蕞
deaa	e895ba	34170	蕺
deab	e79ea2	30626	瞢
deac	e89583	34115	蕃
dead	e895b2	34162	蕲
deae	e895bb	34171	蕻
deaf	e896a4	34212	薤
deb0	e896a8	34216	薨
deb1	e89687	34183	薇
deb2	e8968f	34191	薏
deb3	e895b9	34169	蕹
deb4	e896ae	34222	薮
deb5	e8969c	34204	薜
deb6	e89685	34181	薅
deb7	e896b9	34233	薹
deb8	e896b7	34231	薷
deb9	e896b0	34224	薰
deba	e89793	34259	藓
debb	e89781	34241	藁
debc	e8979c	34268	藜
debd	e897bf	34303	藿
debe	e898a7	34343	蘧
debf	e89885	34309	蘅
dec0	e898a9	34345	蘩
dec1	e89896	34326	蘖
dec2	e898bc	34364	蘼
dec3	e5bbbe	24318	廾
dec4	e5bc88	24328	弈
dec5	e5a4bc	22844	夼
dec6	e5a581	22849	奁
dec7	e880b7	32823	耷
dec8	e5a595	22869	奕
dec9	e5a59a	22874	奚
deca	e5a598	22872	奘
decb	e58c8f	21263	匏
decc	e5b0a2	23586	尢
decd	e5b0a5	23589	尥
dece	e5b0ac	23596	尬
decf	e5b0b4	23604	尴
ded0	e6898c	25164	扌
ded1	e689aa	25194	扪
ded2	e68a9f	25247	抟
ded3	e68abb	25275	抻
ded4	e68b8a	25290	拊
ded5	e68b9a	25306	拚
ded6	e68b97	25303	拗
ded7	e68bae	25326	拮
ded8	e68ca2	25378	挢
ded9	e68bb6	25334	拶
deda	e68cb9	25401	挹
dedb	e68d8b	25419	捋
dedc	e68d83	25411	捃
dedd	e68ead	25517	掭
dede	e68fb6	25590	揶
dedf	e68db1	25457	捱
dee0	e68dba	25466	捺
dee1	e68e8e	25486	掎
dee2	e68eb4	25524	掴
dee3	e68dad	25453	捭
dee4	e68eac	25516	掬
dee5	e68e8a	25482	掊
dee6	e68da9	25449	捩
dee7	e68eae	25518	掮
dee8	e68ebc	25532	掼
dee9	e68fb2	25586	揲
deea	e68fb8	25592	揸
deeb	e68fa0	25568	揠
deec	e68fbf	25599	揿
deed	e68f84	25540	揄
deee	e68f9e	25566	揞
deef	e68f8e	25550	揎
def0	e69192	25682	摒
def1	e68f86	25542	揆
def2	e68ebe	25534	掾
def3	e69185	25669	摅
def4	e69181	25665	摁
def5	e6908b	25611	搋
def6	e6909b	25627	搛
def7	e690a0	25632	搠
def8	e6908c	25612	搌
def9	e690a6	25638	搦
defa	e690a1	25633	搡
defb	e6919e	25694	摞
defc	e69284	25732	撄
defd	e691ad	25709	摭
defe	e69296	25750	撖
dfa1	e691ba	25722	摺
dfa2	e692b7	25783	撷
dfa3	e692b8	25784	撸
dfa4	e69299	25753	撙
dfa5	e692ba	25786	撺
dfa6	e69380	25792	擀
dfa7	e69390	25808	擐
dfa8	e69397	25815	擗
dfa9	e693a4	25828	擤
dfaa	e693a2	25826	擢
dfab	e69489	25865	攉
dfac	e694a5	25893	攥
dfad	e694ae	25902	攮
dfae	e5bc8b	24331	弋
dfaf	e5bf92	24530	忒
dfb0	e79499	29977	甙
dfb1	e5bc91	24337	弑
dfb2	e58d9f	21343	卟
dfb3	e58fb1	21489	叱
dfb4	e58fbd	21501	叽
dfb5	e58fa9	21481	叩
dfb6	e58fa8	21480	叨
dfb7	e58fbb	21499	叻
dfb8	e59092	21522	吒
dfb9	e59096	21526	吖
dfba	e59086	21510	吆
dfbb	e5918b	21579	呋
dfbc	e59192	21586	呒
dfbd	e59193	21587	呓
dfbe	e59194	21588	呔
dfbf	e59196	21590	呖
dfc0	e59183	21571	呃
dfc1	e590a1	21537	吡
dfc2	e59197	21591	呗
dfc3	e59199	21593	呙
dfc4	e590a3	21539	吣
dfc5	e590b2	21554	吲
dfc6	e59282	21634	咂
dfc7	e59294	21652	咔
dfc8	e591b7	21623	呷
dfc9	e591b1	21617	呱
dfca	e591a4	21604	呤
dfcb	e5929a	21658	咚
dfcc	e5929b	21659	咛
dfcd	e59284	21636	咄
dfce	e591b6	21622	呶
dfcf	e591a6	21606	呦
dfd0	e5929d	21661	咝
dfd1	e59390	21712	哐
dfd2	e592ad	21677	咭
dfd3	e59382	21698	哂
dfd4	e592b4	21684	咴
dfd5	e59392	21714	哒
dfd6	e592a7	21671	咧
dfd7	e592a6	21670	咦
dfd8	e59393	21715	哓
dfd9	e59394	21716	哔
dfda	e591b2	21618	呲
dfdb	e592a3	21667	咣
dfdc	e59395	21717	哕
dfdd	e592bb	21691	咻
dfde	e592bf	21695	咿
dfdf	e5938c	21708	哌
dfe0	e59399	21721	哙
dfe1	e5939a	21722	哚
dfe2	e5939c	21724	哜
dfe3	e592a9	21673	咩
dfe4	e592aa	21674	咪
dfe5	e592a4	21668	咤
dfe6	e5939d	21725	哝
dfe7	e5938f	21711	哏
dfe8	e5939e	21726	哞
dfe9	e5949b	21787	唛
dfea	e593a7	21735	哧
dfeb	e594a0	21792	唠
dfec	e593bd	21757	哽
dfed	e59494	21780	唔
dfee	e593b3	21747	哳
